city,city_ascii,lat,lng,country,iso2,iso3,capital,admin_name,population,id
Araruama,Araruama,-22.8728,-42.3428,Brazil,BR,BRA,Rio de Janeiro,,112008.0,1076900900
Corumbá,Corumba,-19.0089,-57.6528,Brazil,BR,BRA,Mato Grosso do Sul,,112058.0,1076131775
Colatina,Colatina,-19.5389,-40.6308,Brazil,BR,BRA,Espírito Santo,,111788.0,1076751743
Parintins,Parintins,-2.6278,-56.7358,Brazil,BR,BRA,Amazonas,,111575.0,1076090375
Catalão,Catalao,-18.17,-47.9419,Brazil,BR,BRA,Goiás,,110983.0,1076169871
Ourinhos,Ourinhos,-22.9744,-49.8719,Brazil,BR,BRA,São Paulo,,110282.0,1076551408
Altamira,Altamira,-3.2028,-52.2058,Brazil,BR,BRA,Pará,,109938.0,1076710878
Itabira,Itabira,-19.6189,-43.2269,Brazil,BR,BRA,Minas Gerais,,109783.0,1076783407
São Mateus,Sao Mateus,-18.7158,-39.8589,Brazil,BR,BRA,Espírito Santo,,109028.0,1076829621
Erechim,Erechim,-27.6339,-52.2739,Brazil,BR,BRA,Rio Grande do Sul,,106633.0,1076359548
Patos,Patos,-7.0244,-37.28,Brazil,BR,BRA,Paraíba,,106314.0,1076232522
Passos,Passos,-20.7189,-46.61,Brazil,BR,BRA,Minas Gerais,,106290.0,1076782492
Vespasiano,Vespasiano,-19.6919,-43.9228,Brazil,BR,BRA,Minas Gerais,,104527.0,1076342199
Ariquemes,Ariquemes,-9.9161,-63.0408,Brazil,BR,BRA,Rondônia,,105896.0,1076442639
Paço do Lumiar,Paco do Lumiar,-2.5319,-44.1078,Brazil,BR,BRA,Maranhão,,105121.0,1076632637
Assis,Assis,-22.6619,-50.4119,Brazil,BR,BRA,São Paulo,,105087.0,1076782502
Trindade,Trindade,-16.6581,-49.4836,Brazil,BR,BRA,Goiás,,104488.0,1076815881
Leme,Leme,-22.1861,-47.3906,Brazil,BR,BRA,São Paulo,,104346.0,1076542731
Arapongas,Arapongas,-23.4189,-51.4239,Brazil,BR,BRA,Paraná,,104150.0,1076623771
Coronel Fabriciano,Coronel Fabriciano,-19.5189,-42.6289,Brazil,BR,BRA,Minas Gerais,,103694.0,1076563450
Açailandia,Acailandia,-4.9469,-47.505,Brazil,BR,BRA,Tocantins,,104047.0,1076993685
Araxá,Araxa,-19.5928,-46.9408,Brazil,BR,BRA,Minas Gerais,,103287.0,1076259402
Almirante Tamandaré,Almirante Tamandare,-25.325,-49.31,Brazil,BR,BRA,Paraná,,103204.0,1076372357
São Lourenço da Mata,Sao Lourenco da Mata,-8.0019,-35.0178,Brazil,BR,BRA,Pernambuco,,102895.0,1076714150
Itanhaém,Itanhaem,-24.1806,-46.7828,Brazil,BR,BRA,São Paulo,,103102.0,1076274068
Igarassu,Igarassu,-7.8342,-34.9064,Brazil,BR,BRA,Pernambuco,,102021.0,1076739866
Santo Antônio de Jesus,Santo Antonio de Jesus,-12.9692,-39.2611,Brazil,BR,BRA,Bahia,,101548.0,1076231231
Balsas,Balsas,-7.5328,-46.0358,Brazil,BR,BRA,Maranhão,,101456.0,1076067021
Muriaé,Muriae,-21.1306,-42.3664,Brazil,BR,BRA,Minas Gerais,,100765.0,1076003733
Umuarama,Umuarama,-23.7658,-53.325,Brazil,BR,BRA,Paraná,,100676.0,1076793612
Mairiporã,Mairipora,-23.3189,-46.5869,Brazil,BR,BRA,São Paulo,,100179.0,1076161359
Formosa,Formosa,-15.5369,-47.3339,Brazil,BR,BRA,Goiás,,100085.0,1076601172
Bacabal,Bacabal,-4.225,-44.78,Brazil,BR,BRA,Maranhão,,100014.0,1076125117
Bayeux,Bayeux,-7.1333,-34.9333,Brazil,BR,BRA,Paraíba,,96140.0,1076607187
Esteio,Esteio,-29.8608,-51.1789,Brazil,BR,BRA,Rio Grande do Sul,,80755.0,1076924823
Campo Formoso,Campo Formoso,-10.5089,-40.3208,Brazil,BR,BRA,Bahia,,72271.0,1076847580
Cabedelo,Cabedelo,-6.9808,-34.8339,Brazil,BR,BRA,Paraíba,,65634.0,1076791382
Euclides da Cunha,Euclides da Cunha,-10.5078,-39.0139,Brazil,BR,BRA,Bahia,,60666.0,1076277178
Mineiros,Mineiros,-17.5689,-52.5508,Brazil,BR,BRA,Goiás,,52935.0,1076000916
Riacho de Santana,Riacho de Santana,-13.6089,-42.9389,Brazil,BR,BRA,Bahia,,36039.0,1076808220
Pompeu,Pompeu,-19.2239,-44.935,Brazil,BR,BRA,Minas Gerais,,29105.0,1076507348
Ipu,Ipu,-4.3257,-40.7103,Brazil,BR,BRA,Ceará,,26678.0,1076972725
Arapoti,Arapoti,-24.1578,-49.8269,Brazil,BR,BRA,Paraná,,25855.0,1076793835
Itambé,Itambe,-15.245,-40.6239,Brazil,BR,BRA,Bahia,,23327.0,1076307665
Pedreiras,Pedreiras,-4.5696,-44.67,Brazil,BR,BRA,Maranhão,,13638.0,1076527878
Cachoeira Alta,Cachoeira Alta,-18.7628,-50.9419,Brazil,BR,BRA,Goiás,,10553.0,1076336461
Elesbão Veloso,Elesbao Veloso,-6.2019,-42.14,Brazil,BR,BRA,Piauí,,14512.0,1076369423
Breves,Breves,-1.6819,-50.48,Brazil,BR,BRA,Pará,,99080.0,1076061751
Itaituba,Itaituba,-4.2758,-55.9839,Brazil,BR,BRA,Pará,,98485.0,1076849673
Paulínia,Paulinia,-22.7611,-47.1542,Brazil,BR,BRA,São Paulo,,97702.0,1076327352
Paragominas,Paragominas,-2.9958,-47.3528,Brazil,BR,BRA,Pará,,97819.0,1076557071
Tubarão,Tubarao,-28.4667,-49.0069,Brazil,BR,BRA,Santa Catarina,,97235.0,1076663243
Valença,Valenca,-13.37,-39.0728,Brazil,BR,BRA,Bahia,,97305.0,1076455406
Ituiutaba,Ituiutaba,-18.9667,-49.4667,Brazil,BR,BRA,Minas Gerais,,97171.0,1076873111
Tucuruí,Tucurui,-3.7678,-49.6728,Brazil,BR,BRA,Pará,,97128.0,1076000076
Itacoatiara,Itacoatiara,-3.1428,-58.4439,Brazil,BR,BRA,Amazonas,,97122.0,1076759384
Barra do Piraí,Barra do Pirai,-22.47,-43.8258,Brazil,BR,BRA,Rio de Janeiro,,96865.0,1076997923
Caieiras,Caieiras,-23.3644,-46.7408,Brazil,BR,BRA,São Paulo,,95780.0,1076000967
Cambé,Cambe,-23.2758,-51.2778,Brazil,BR,BRA,Paraná,,96733.0,1076233235
Japeri,Japeri,-22.6431,-43.6533,Brazil,BR,BRA,Rio de Janeiro,,95492.0,1076331274
Iguatu,Iguatu,-6.3589,-39.2989,Brazil,BR,BRA,Ceará,,96495.0,1076734026
Nova Lima,Nova Lima,-19.9858,-43.8469,Brazil,BR,BRA,Minas Gerais,,96157.0,1076876220
Itaperuna,Itaperuna,-21.205,-41.8878,Brazil,BR,BRA,Rio de Janeiro,,95841.0,1076348886
Guaíba,Guaiba,-30.1139,-51.325,Brazil,BR,BRA,Rio Grande do Sul,,95204.0,1076594929
Abreu e Lima,Abreu e Lima,-7.9117,-34.9028,Brazil,BR,BRA,Pernambuco,,94429.0,1076355835
Lagarto,Lagarto,-10.9169,-37.65,Brazil,BR,BRA,Sergipe,,94861.0,1076051433
Manacapuru,Manacapuru,-3.3,-60.6206,Brazil,BR,BRA,Amazonas,,94175.0,1076484341
Itaúna,Itauna,-20.075,-44.5758,Brazil,BR,BRA,Minas Gerais,,93847.0,1076321811
Vilhena,Vilhena,-12.7406,-60.1458,Brazil,BR,BRA,Rondônia,,93745.0,1076196581
Piraquara,Piraquara,-25.4419,-49.0628,Brazil,BR,BRA,Paraná,,93207.0,1076240504
Itumbiara,Itumbiara,-18.4167,-49.2167,Brazil,BR,BRA,Goiás,,92883.0,1076693747
Itapeva,Itapeva,-23.9819,-48.8758,Brazil,BR,BRA,São Paulo,,92710.0,1076767110
Lavras,Lavras,-21.245,-45.0,Brazil,BR,BRA,Minas Gerais,,92200.0,1076751259
Ubatuba,Ubatuba,-23.4339,-45.0708,Brazil,BR,BRA,São Paulo,,91824.0,1076510903
São João da Boa Vista,Sao Joao da Boa Vista,-21.9689,-46.7978,Brazil,BR,BRA,São Paulo,,91771.0,1076459561
Mogi Mirim,Mogi Mirim,-22.4319,-46.9578,Brazil,BR,BRA,São Paulo,,91483.0,1076719683
Votuporanga,Votuporanga,-20.4228,-49.9728,Brazil,BR,BRA,São Paulo,,91278.0,1076423091
Caçapava,Cacapava,-23.1008,-45.7069,Brazil,BR,BRA,São Paulo,,91162.0,1076289420
São Félix do Xingu,Sao Felix do Xingu,-6.6333,-51.9833,Brazil,BR,BRA,Pará,,91340.0,1076909404
Avaré,Avare,-23.0989,-48.9258,Brazil,BR,BRA,São Paulo,,91232.0,1076118860
Cáceres,Caceres,-16.0711,-57.6789,Brazil,BR,BRA,Mato Grosso,,91271.0,1076422654
Itajubá,Itajuba,-22.4258,-45.4528,Brazil,BR,BRA,Minas Gerais,,90658.0,1076423300
São João del Rei,Sao Joao del Rei,-21.1358,-44.2619,Brazil,BR,BRA,Minas Gerais,,90497.0,1076559413
São Sebastião,Sao Sebastiao,-23.804,-45.4051,Brazil,BR,BRA,São Paulo,,90328.0,1076889310
Candeias,Candeias,-12.6678,-38.5508,Brazil,BR,BRA,Bahia,,88806.0,1076438209
Ponta Porã,Ponta Pora,-22.5358,-55.7258,Brazil,BR,BRA,Mato Grosso do Sul,,88164.0,1076647935
São Pedro da Aldeia,Sao Pedro da Aldeia,-22.8389,-42.1028,Brazil,BR,BRA,Rio de Janeiro,,87875.0,1076616321
São Gonçalo do Amarante,Sao Goncalo do Amarante,-5.7928,-35.3289,Brazil,BR,BRA,Rio Grande do Norte,,87668.0,1076732684
Jataí,Jatai,-17.8808,-51.8306,Brazil,BR,BRA,Goiás,,88006.0,1076908960
Santa Cruz do Capibaribe,Santa Cruz do Capibaribe,-7.9569,-36.205,Brazil,BR,BRA,Pernambuco,,87582.0,1076235057
Itabaiana,Itabaiana,-10.685,-37.425,Brazil,BR,BRA,Sergipe,,86967.0,1076643218
São Cristóvão,Sao Cristovao,-11.015,-37.2058,Brazil,BR,BRA,Sergipe,,86979.0,1076642686
São Roque,Sao Roque,-23.5289,-47.135,Brazil,BR,BRA,São Paulo,,86515.0,1076621665
Cacoal,Cacoal,-11.4386,-61.4472,Brazil,BR,BRA,Rondônia,,85893.0,1076046408
Coari,Coari,-4.085,-63.1408,Brazil,BR,BRA,Amazonas,,85910.0,1076899406
Guanambi,Guanambi,-14.2228,-42.7808,Brazil,BR,BRA,Bahia,,85797.0,1076791780
Cachoeira do Sul,Cachoeira do Sul,-30.0394,-52.8953,Brazil,BR,BRA,Rio Grande do Sul,,85712.0,1076336795
Caratinga,Caratinga,-19.79,-42.1389,Brazil,BR,BRA,Minas Gerais,,85239.0,1076504581
Jacobina,Jacobina,-11.1808,-40.5178,Brazil,BR,BRA,Bahia,,84811.0,1076049373
Arujá,Aruja,-23.3967,-46.3211,Brazil,BR,BRA,São Paulo,,83939.0,1076436872
Senador Canedo,Senador Canedo,-16.7594,-49.0864,Brazil,BR,BRA,Goiás,,84443.0,1076337498
Paracatu,Paracatu,-17.2217,-46.875,Brazil,BR,BRA,Minas Gerais,,84718.0,1076347421
Serra Talhada,Serra Talhada,-7.9858,-38.2958,Brazil,BR,BRA,Pernambuco,,84352.0,1076913729
Pará de Minas,Para de Minas,-19.86,-44.6078,Brazil,BR,BRA,Minas Gerais,,84215.0,1076626301
Ijuí,Ijui,-28.3878,-53.915,Brazil,BR,BRA,Rio Grande do Sul,,83764.0,1076683915
Serrinha,Serrinha,-11.6639,-39.0078,Brazil,BR,BRA,Bahia,,83275.0,1076832200
Santana do Livramento,Santana do Livramento,-30.8908,-55.5328,Brazil,BR,BRA,Rio Grande do Sul,,83324.0,1076271841
Seropédica,Seropedica,-22.7439,-43.7078,Brazil,BR,BRA,Rio de Janeiro,,82892.0,1076073491
Barra do Corda,Barra do Corda,-5.5058,-45.2428,Brazil,BR,BRA,Maranhão,,82830.0,1076745135
Sorriso,Sorriso,-12.545,-55.7108,Brazil,BR,BRA,Mato Grosso,,82792.0,1076873169
Cruzeiro do Sul,Cruzeiro do Sul,-7.6308,-72.67,Brazil,BR,BRA,Acre,,82622.0,1076881427
Patrocínio,Patrocinio,-18.9439,-46.9928,Brazil,BR,BRA,Minas Gerais,,82471.0,1076001071
Campo Mourão,Campo Mourao,-24.0458,-52.3828,Brazil,BR,BRA,Paraná,,82354.0,1076799533
Aracruz,Aracruz,-19.82,-40.2728,Brazil,BR,BRA,Espírito Santo,,81832.0,1076506817
Campo Limpo,Campo Limpo,-23.2064,-46.7844,Brazil,BR,BRA,São Paulo,,80847.0,1076459810
Timóteo,Timoteo,-19.5828,-42.6439,Brazil,BR,BRA,Minas Gerais,,81243.0,1076541844
Planaltina,Planaltina,-15.4528,-47.6139,Brazil,BR,BRA,Goiás,,81649.0,1076186542
Paranavaí,Paranavai,-23.0728,-52.465,Brazil,BR,BRA,Paraná,,81590.0,1076424384
Matão,Matao,-21.6033,-48.3658,Brazil,BR,BRA,São Paulo,,81439.0,1076497431
Senhor do Bonfim,Senhor do Bonfim,-10.4628,-40.1908,Brazil,BR,BRA,Bahia,,81330.0,1076513309
Aquiraz,Aquiraz,-3.9008,-38.3908,Brazil,BR,BRA,Ceará,,80935.0,1076523331
Ipojuca,Ipojuca,-8.4,-35.0625,Brazil,BR,BRA,Pernambuco,,80637.0,1076800536
Manhuaçu,Manhuacu,-20.2581,-42.0336,Brazil,BR,BRA,Minas Gerais,,79574.0,1076000444
Alfenas,Alfenas,-21.4289,-45.9469,Brazil,BR,BRA,Minas Gerais,,79481.0,1076300425
Pato Branco,Pato Branco,-26.2289,-52.6708,Brazil,BR,BRA,Paraná,,79011.0,1076958036
Francisco Beltrão,Francisco Beltrao,-26.0808,-53.055,Brazil,BR,BRA,Paraná,,78943.0,1076112162
Telêmaco Borba,Telemaco Borba,-24.3239,-50.6158,Brazil,BR,BRA,Paraná,,78974.0,1076867165
Moju,Moju,-1.8839,-48.7689,Brazil,BR,BRA,Pará,,78629.0,1076020210
Dias d’Ávila,Dias d'Avila,-12.6128,-38.2969,Brazil,BR,BRA,Bahia,,78058.0,1076290338
Pinheiro,Pinheiro,-2.5208,-45.0828,Brazil,BR,BRA,Maranhão,,78162.0,1076349995
Bebedouro,Bebedouro,-20.9494,-48.4792,Brazil,BR,BRA,São Paulo,,77627.0,1076045128
Três Rios,Tres Rios,-22.1169,-43.2089,Brazil,BR,BRA,Rio de Janeiro,,77432.0,1076943829
Unaí,Unai,-16.3639,-46.8944,Brazil,BR,BRA,Minas Gerais,,77565.0,1076438683
Santa Inês,Santa Ines,-3.6669,-45.38,Brazil,BR,BRA,Maranhão,,77282.0,1076053036
Araripina,Araripina,-7.55,-40.5667,Brazil,BR,BRA,Pernambuco,,77302.0,1076945288
Itapetinga,Itapetinga,-15.2489,-40.2478,Brazil,BR,BRA,Bahia,,76795.0,1076005350
Gurupi,Gurupi,-11.7289,-49.0689,Brazil,BR,BRA,Tocantins,,76755.0,1076649238
Gravatá,Gravata,-8.2008,-35.565,Brazil,BR,BRA,Pernambuco,,76458.0,1076214495
Ibiúna,Ibiuna,-23.6564,-47.2225,Brazil,BR,BRA,São Paulo,,76432.0,1076173752
Santo Ângelo,Santo Angelo,-28.2989,-54.2628,Brazil,BR,BRA,Rio Grande do Sul,,76275.0,1076113692
Lins,Lins,-21.6786,-49.7425,Brazil,BR,BRA,São Paulo,,76092.0,1076798294
Quixadá,Quixada,-4.9708,-39.015,Brazil,BR,BRA,Ceará,,76105.0,1076173437
Jabuticabal,Jabuticabal,-21.255,-48.3219,Brazil,BR,BRA,São Paulo,,75820.0,1076368201
Rio Largo,Rio Largo,-9.4778,-35.8528,Brazil,BR,BRA,Alagoas,,75645.0,1076018887
Goiana,Goiana,-7.5608,-35.0028,Brazil,BR,BRA,Pernambuco,,75644.0,1076692421
Redenção,Redencao,-8.0289,-50.0308,Brazil,BR,BRA,Pará,,75556.0,1076392685
Sapiranga,Sapiranga,-29.6378,-51.0069,Brazil,BR,BRA,Rio Grande do Sul,,74985.0,1076553484
Itapira,Itapira,-22.4361,-46.8217,Brazil,BR,BRA,São Paulo,,75234.0,1076706166
Carpina,Carpina,-7.85,-35.25,Brazil,BR,BRA,Pernambuco,,74858.0,1076005200
São Bento do Sul,Sao Bento do Sul,-26.25,-49.3789,Brazil,BR,BRA,Santa Catarina,,74801.0,1076190456
Piraçununga,Piracununga,-21.9961,-47.4258,Brazil,BR,BRA,São Paulo,,74587.0,1076467647
Canindé,Caninde,-4.3589,-39.3119,Brazil,BR,BRA,Ceará,,74473.0,1076519156
Saquarema,Saquarema,-22.92,-42.51,Brazil,BR,BRA,Rio de Janeiro,,74234.0,1076235078
Palmeira dos Índios,Palmeira dos Indios,-9.4069,-36.6278,Brazil,BR,BRA,Alagoas,,74208.0,1076723276
João Monlevade,Joao Monlevade,-19.81,-43.1739,Brazil,BR,BRA,Minas Gerais,,73610.0,1076127295
Curvelo,Curvelo,-18.7558,-44.4308,Brazil,BR,BRA,Minas Gerais,,74219.0,1076253887
Ouro Prêto,Ouro Preto,-20.3853,-43.5036,Brazil,BR,BRA,Minas Gerais,,74036.0,1076240779
Santa Rosa,Santa Rosa,-27.8708,-54.4808,Brazil,BR,BRA,Rio Grande do Sul,,73882.0,1076071027
Nova Serrana,Nova Serrana,-19.8667,-44.9833,Brazil,BR,BRA,Minas Gerais,,73699.0,1076026436
Irecê,Irece,-11.3039,-41.8558,Brazil,BR,BRA,Bahia,,73380.0,1076348562
Picos,Picos,-7.0769,-41.4669,Brazil,BR,BRA,Piauí,,73414.0,1076752928
Vinhedo,Vinhedo,-23.03,-46.975,Brazil,BR,BRA,São Paulo,,72550.0,1076383405
Chapadinha,Chapadinha,-3.7419,-43.36,Brazil,BR,BRA,Maranhão,,73350.0,1076901443
Farroupilha,Farroupilha,-29.225,-51.3478,Brazil,BR,BRA,Rio Grande do Sul,,73061.0,1076221850
Alegrete,Alegrete,-29.7839,-55.7911,Brazil,BR,BRA,Rio Grande do Sul,,73028.0,1076174745
Três Corações,Tres Coracoes,-21.6947,-45.2553,Brazil,BR,BRA,Minas Gerais,,72765.0,1076131585
Pacatuba,Pacatuba,-3.9839,-38.62,Brazil,BR,BRA,Ceará,,72299.0,1076428186
Amparo,Amparo,-22.7031,-46.765,Brazil,BR,BRA,São Paulo,,72677.0,1076656250
Crateús,Crateus,-5.1778,-40.6778,Brazil,BR,BRA,Ceará,,72812.0,1076897989
Aracati,Aracati,-4.5619,-37.77,Brazil,BR,BRA,Ceará,,72727.0,1076708817
Belo Jardim,Belo Jardim,-8.3358,-36.4239,Brazil,BR,BRA,Pernambuco,,72432.0,1076631616
Cajamar,Cajamar,-23.3558,-46.8769,Brazil,BR,BRA,São Paulo,,71805.0,1076369653
Lajeado,Lajeado,-29.4669,-51.9608,Brazil,BR,BRA,Rio Grande do Sul,,71445.0,1076361223
Casa Nova,Casa Nova,-9.1619,-40.9708,Brazil,BR,BRA,Bahia,,72172.0,1076947710
Quixeramobim,Quixeramobim,-5.1989,-39.2928,Brazil,BR,BRA,Ceará,,71887.0,1076495439
Valença,Valenca,-22.2458,-43.7,Brazil,BR,BRA,Rio de Janeiro,,71843.0,1076574787
Caçador,Cacador,-26.775,-51.015,Brazil,BR,BRA,Santa Catarina,,70762.0,1076703793
São Sebastião do Paraíso,Sao Sebastiao do Paraiso,-20.9169,-46.9908,Brazil,BR,BRA,Minas Gerais,,70450.0,1076022954
Caldas Novas,Caldas Novas,-17.7439,-48.6258,Brazil,BR,BRA,Goiás,,70473.0,1076906502
Cianorte,Cianorte,-23.6628,-52.605,Brazil,BR,BRA,Paraná,,69958.0,1076944079
Cataguases,Cataguases,-21.3889,-42.6969,Brazil,BR,BRA,Minas Gerais,,69757.0,1076169159
Russas,Russas,-4.94,-37.9758,Brazil,BR,BRA,Ceará,,69833.0,1076843360
Macaíba,Macaiba,-5.8578,-35.3539,Brazil,BR,BRA,Rio Grande do Norte,,69467.0,1076176042
Bom Jesus da Lapa,Bom Jesus da Lapa,-13.255,-43.4178,Brazil,BR,BRA,Bahia,,69526.0,1076439517
Fernandópolis,Fernandopolis,-20.2839,-50.2458,Brazil,BR,BRA,São Paulo,,69402.0,1076205721
Brumado,Brumado,-14.2039,-41.665,Brazil,BR,BRA,Bahia,,69255.0,1076669684
Mococa,Mococa,-21.4678,-47.0047,Brazil,BR,BRA,São Paulo,,68980.0,1076000865
Arcoverde,Arcoverde,-8.4189,-37.0539,Brazil,BR,BRA,Pernambuco,,68793.0,1076499713
Tianguá,Tiangua,-3.7319,-40.9919,Brazil,BR,BRA,Ceará,,68892.0,1076661273
Sousa,Sousa,-6.7608,-38.2308,Brazil,BR,BRA,Paraíba,,68822.0,1076742573
Concórdia,Concordia,-27.2339,-52.0278,Brazil,BR,BRA,Santa Catarina,,68621.0,1076922195
Ceará-Mirim,Ceara-Mirim,-5.6339,-35.4258,Brazil,BR,BRA,Rio Grande do Norte,,68141.0,1076913277
Conceição do Coité,Conceicao do Coite,-11.5639,-39.2828,Brazil,BR,BRA,Bahia,,68146.0,1076125877
Embu-Guaçu,Embu-Guacu,-23.8322,-46.8114,Brazil,BR,BRA,São Paulo,,67296.0,1076814441
Caicó,Caico,-6.4578,-37.0978,Brazil,BR,BRA,Rio Grande do Norte,,67259.0,1076251820
Itamaraju,Itamaraju,-17.0389,-39.5308,Brazil,BR,BRA,Bahia,,67249.0,1076241282
Rio Negro,Rio Negro,-26.1,-49.79,Brazil,BR,BRA,Paraná,,65597.0,1076653242
Cosmópolis,Cosmopolis,-22.6458,-47.1961,Brazil,BR,BRA,São Paulo,,66807.0,1076281064
Tabatinga,Tabatinga,-4.2525,-69.9381,Brazil,BR,BRA,Amazonas,,67182.0,1076877236
Castro,Castro,-24.7908,-50.0119,Brazil,BR,BRA,Paraná,,67084.0,1076233349
Capanema,Capanema,-1.1958,-47.1808,Brazil,BR,BRA,Pará,,66759.0,1076799309
Janaúba,Janauba,-15.8028,-43.3089,Brazil,BR,BRA,Minas Gerais,,66803.0,1076293809
Itaberaba,Itaberaba,-12.5278,-40.3069,Brazil,BR,BRA,Bahia,,66310.0,1076160849
Lençóis Paulista,Lencois Paulista,-22.5986,-48.8003,Brazil,BR,BRA,São Paulo,,66131.0,1076632312
União dos Palmares,Uniao dos Palmares,-9.1628,-36.0319,Brazil,BR,BRA,Alagoas,,66017.0,1076598708
Venâncio Aires,Venancio Aires,-29.6058,-52.1919,Brazil,BR,BRA,Rio Grande do Sul,,65946.0,1076887157
Tupã,Tupa,-21.935,-50.5139,Brazil,BR,BRA,São Paulo,,65651.0,1076738637
Icó,Ico,-6.4008,-38.8619,Brazil,BR,BRA,Ceará,,65456.0,1076569458
Januária,Januaria,-15.4878,-44.3619,Brazil,BR,BRA,Minas Gerais,,65463.0,1076924780
Peruíbe,Peruibe,-24.31,-47.0,Brazil,BR,BRA,São Paulo,,65226.0,1076398365
Viana,Viana,-20.39,-40.4958,Brazil,BR,BRA,Espírito Santo,,65001.0,1076304289
Formiga,Formiga,-20.4639,-45.4258,Brazil,BR,BRA,Minas Gerais,,65128.0,1076994550
Bertioga,Bertioga,-23.8539,-46.1389,Brazil,BR,BRA,São Paulo,,64723.0,1076752421
Cruz das Almas,Cruz das Almas,-12.67,-39.1019,Brazil,BR,BRA,Bahia,,64197.0,1076285577
Estância,Estancia,-11.2678,-37.4378,Brazil,BR,BRA,Sergipe,,64409.0,1076069381
Ouricuri,Ouricuri,-7.8828,-40.0819,Brazil,BR,BRA,Pernambuco,,64358.0,1076194030
Penedo,Penedo,-10.29,-36.5858,Brazil,BR,BRA,Alagoas,minor,64074.0,1076906021
Escada,Escada,-8.3592,-35.2236,Brazil,BR,BRA,Pernambuco,,63517.0,1076990073
Rolândia,Rolandia,-23.31,-51.3689,Brazil,BR,BRA,Paraná,,63316.0,1076756563
Santo Antônio do Descoberto,Santo Antonio do Descoberto,-15.94,-48.255,Brazil,BR,BRA,Goiás,,63248.0,1076123384
Itupeva,Itupeva,-23.1531,-47.0578,Brazil,BR,BRA,São Paulo,,62813.0,1076387390
Batatais,Batatais,-20.8911,-47.585,Brazil,BR,BRA,São Paulo,,62980.0,1076581214
São Borja,Sao Borja,-28.6608,-56.0039,Brazil,BR,BRA,Rio Grande do Sul,,62990.0,1076315333
Pesqueira,Pesqueira,-8.3617,-36.6947,Brazil,BR,BRA,Pernambuco,,62931.0,1076637932
Cruz Alta,Cruz Alta,-28.6386,-53.6064,Brazil,BR,BRA,Rio Grande do Sul,,62821.0,1076542905
Camaquã,Camaqua,-30.8528,-51.8153,Brazil,BR,BRA,Rio Grande do Sul,,62764.0,1076449009
Oriximiná,Oriximina,-1.7658,-55.8658,Brazil,BR,BRA,Pará,,62794.0,1076567469
Camboriú,Camboriu,-27.025,-48.6539,Brazil,BR,BRA,Santa Catarina,,62361.0,1076088300
Tefé,Tefe,-3.3539,-64.7108,Brazil,BR,BRA,Amazonas,,62444.0,1076049089
Caràzinho,Carazinho,-28.2839,-52.7858,Brazil,BR,BRA,Rio Grande do Sul,,62265.0,1076906274
Penápolis,Penapolis,-21.42,-50.0778,Brazil,BR,BRA,São Paulo,,62071.0,1076587749
Itapecuru Mirim,Itapecuru Mirim,-3.3928,-44.3589,Brazil,BR,BRA,Maranhão,,62110.0,1076422017
Ipirá,Ipira,-12.1578,-39.7369,Brazil,BR,BRA,Bahia,,62095.0,1076297000
Grajaú,Grajau,-5.8189,-46.1389,Brazil,BR,BRA,Maranhão,,62093.0,1076344134
Morada Nova,Morada Nova,-5.1069,-38.3728,Brazil,BR,BRA,Ceará,,62065.0,1076522163
Pacajus,Pacajus,-4.1728,-38.4608,Brazil,BR,BRA,Ceará,,61838.0,1076601122
Piripiri,Piripiri,-4.2728,-41.7769,Brazil,BR,BRA,Piauí,,61834.0,1076867493
Santo Amaro,Santo Amaro,-12.5469,-38.7119,Brazil,BR,BRA,Bahia,,61702.0,1076891792
São Miguel dos Campos,Sao Miguel dos Campos,-9.7808,-36.0939,Brazil,BR,BRA,Alagoas,,61797.0,1076922200
Coroatá,Coroata,-4.13,-44.1239,Brazil,BR,BRA,Maranhão,,61725.0,1076890180
Cajazeiras,Cajazeiras,-6.89,-38.5619,Brazil,BR,BRA,Paraíba,,61431.0,1076367392
Araranguá,Ararangua,-28.935,-49.4858,Brazil,BR,BRA,Santa Catarina,minor,61310.0,1076532332
Rio do Sul,Rio do Sul,-27.2139,-49.6428,Brazil,BR,BRA,Santa Catarina,,61198.0,1076530229
Vacaria,Vacaria,-28.5119,-50.9339,Brazil,BR,BRA,Rio Grande do Sul,,61342.0,1076001152
Acaraú,Acarau,-2.8858,-40.12,Brazil,BR,BRA,Ceará,,61210.0,1076016462
Navegantes,Navegantes,-26.8989,-48.6539,Brazil,BR,BRA,Santa Catarina,,60556.0,1076398974
Campo Bom,Campo Bom,-29.6789,-51.0528,Brazil,BR,BRA,Rio Grande do Sul,,60074.0,1076977021
Igarapé-Miri,Igarape-Miri,-1.975,-48.96,Brazil,BR,BRA,Pará,,60675.0,1076517048
Ibitinga,Ibitinga,-21.7578,-48.8289,Brazil,BR,BRA,São Paulo,,60600.0,1076462788
Mirassol,Mirassol,-20.8189,-49.5208,Brazil,BR,BRA,São Paulo,,60303.0,1076772486
São Gabriel,Sao Gabriel,-30.3358,-54.32,Brazil,BR,BRA,Rio Grande do Sul,,60425.0,1076674208
Esmeraldas,Esmeraldas,-19.7628,-44.3139,Brazil,BR,BRA,Minas Gerais,,60271.0,1076007995
Camocim,Camocim,-2.9019,-40.8408,Brazil,BR,BRA,Ceará,,60158.0,1076563942
